Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,16-64,  0-3 Months,19
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,16-64,  3-6 Months,8
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,16-64,  6-9 Months,7
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,16-64,  9-12 Months,3
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,16-64, 12-15 Months,5
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,16-64, 15-18 Months,3
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,16-64,18+ Months,10
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,65+,  0-3 Months,13
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,65+,  3-6 Months,7
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,65+,  6-9 Months,5
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,65+, 15-18 Months,2
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Day Case,Adult,65+,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,20
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,5
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,5
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,16-64, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,16-64, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,16-64,18+ Months,2
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,65+,  0-3 Months,31
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,65+,  3-6 Months,19
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,65+,  6-9 Months,10
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,65+,  9-12 Months,5
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,65+, 12-15 Months,6
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,65+, 15-18 Months,3
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7800,Urology,Inpatient,Adult,65+,18+ Months,7
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7900,Clinical Immunology,Day Case,Adult,16-64,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7900,Clinical Immunology,Day Case,Adult,16-64,  6-9 Months,92
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7900,Clinical Immunology,Day Case,Adult,65+,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,7900,Clinical Immunology,Day Case,Adult,65+,  6-9 Months,8
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,16-64,  0-3 Months,95
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,16-64,  3-6 Months,26
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,16-64,  6-9 Months,6
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,16-64,  9-12 Months,6
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,16-64, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,16-64, 15-18 Months,2
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,16-64,18+ Months,4
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,65+,  0-3 Months,53
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,65+,  3-6 Months,19
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,65+,  6-9 Months,3
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,65+,  9-12 Months,2
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Day Case,Adult,65+,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,8003,Pain Relief,Inpatient,Adult,16-64,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64,  0-3 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0000,Small Volume Specialities,Day Case,Adult,65+,  0-3 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0000,Small Volume Specialities,Day Case,Adult,65+,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Day Case,Adult,16-64,  0-3 Months,45
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Day Case,Adult,16-64,  3-6 Months,11
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Day Case,Adult,16-64,  6-9 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Day Case,Adult,16-64, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Day Case,Adult,65+,  0-3 Months,39
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Day Case,Adult,65+,  3-6 Months,10
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Day Case,Adult,65+,  6-9 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Inpatient,Adult,16-64,  0-3 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Inpatient,Adult,16-64,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Inpatient,Adult,16-64, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Inpatient,Adult,65+,  0-3 Months,5
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0100,Cardiology,Inpatient,Adult,65+,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0300,Dermatology,Day Case,Adult,16-64,  0-3 Months,6
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0300,Dermatology,Day Case,Adult,16-64,  3-6 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0300,Dermatology,Day Case,Adult,16-64,  6-9 Months,9
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0300,Dermatology,Day Case,Adult,16-64,  9-12 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0300,Dermatology,Day Case,Adult,16-64, 12-15 Months,9
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0300,Dermatology,Day Case,Adult,16-64, 15-18 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0300,Dermatology,Day Case,Adult,65+,  0-3 Months,5
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0300,Dermatology,Day Case,Adult,65+,  3-6 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0300,Dermatology,Day Case,Adult,65+,  6-9 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0300,Dermatology,Day Case,Adult,65+, 12-15 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,50
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,43
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,17
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,17
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64, 12-15 Months,17
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64, 15-18 Months,5
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64,18+ Months,24
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,6
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,6
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,65+,  9-12 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Day Case,Adult,65+,18+ Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,17
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,14
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,8
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,11
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,6
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64, 15-18 Months,6
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64,18+ Months,12
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+,18+ Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,43
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,13
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,21
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,6
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Inpatient,Adult,16-64,  0-3 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Day Case,Adult,16-64,  0-3 Months,15
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Day Case,Adult,16-64,  3-6 Months,5
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Day Case,Adult,16-64,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Day Case,Adult,65+,  0-3 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Day Case,Adult,65+,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Inpatient,Adult,16-64,  0-3 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Inpatient,Adult,16-64,  3-6 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Inpatient,Adult,16-64,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Inpatient,Adult,65+,  0-3 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Inpatient,Adult,65+,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,10
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,6
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,7
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,5
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Inpatient,Adult,16-64,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,153
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,101
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,62
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,65
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,16-64, 12-15 Months,68
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,16-64, 15-18 Months,39
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,16-64,18+ Months,114
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,52
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,33
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,29
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,65+,  9-12 Months,21
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,65+, 12-15 Months,17
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,65+, 15-18 Months,10
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Day Case,Adult,65+,18+ Months,16
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,115
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,81
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,73
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,16-64,  9-12 Months,37
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,16-64, 12-15 Months,30
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,16-64, 15-18 Months,21
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,16-64,18+ Months,46
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,79
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,72
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,50
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,65+,  9-12 Months,33
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,65+, 12-15 Months,22
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,65+, 15-18 Months,11
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Adult,65+,18+ Months,22
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Inpatient,Child,0-15,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Day Case,Adult,16-64,  0-3 Months,5
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Day Case,Adult,16-64,  3-6 Months,7
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Day Case,Adult,16-64,  6-9 Months,11
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Day Case,Adult,16-64,  9-12 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Day Case,Adult,65+,  0-3 Months,6
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Day Case,Adult,65+,  3-6 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Day Case,Adult,65+,  6-9 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Day Case,Adult,65+,  9-12 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Inpatient,Adult,65+,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Day Case,Adult,65+,  0-3 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Day Case,Adult,16-64,  0-3 Months,54
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Day Case,Adult,16-64,  3-6 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Day Case,Adult,16-64,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Day Case,Adult,65+,  0-3 Months,24
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Day Case,Adult,65+,  3-6 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Day Case,Adult,65+,  6-9 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Day Case,Adult,65+,  9-12 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Day Case,Adult,65+, 12-15 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Inpatient,Adult,65+,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,89
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,85
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,71
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,37
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,29
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,20
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,52
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,11
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,16
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,14
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,11
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,7
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,16
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,28
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,20
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,12
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,8
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,16-64, 15-18 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,16-64,18+ Months,12
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,18
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,13
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,1
